ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2021,320.418,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2021,246.175,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2021,4536.757,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2021,1829.046,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2021,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2021,0,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2021,4.647,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2021,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2021,12.048,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Afghanistan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2021,1803.027,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: First quarter
Angola,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2025,1349.752,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2017,13.12,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Burundi,HIES - Living Standards Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,41.919,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,58.356,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,Exposure gradient: Total,2024,3.268,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,Exposure gradient: X - Not elsewhere classified,2024,2.868,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,Exposure gradient: Total,2023,5.44,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,"Exposure gradient: 3 - Significant exposure, high 
task variability",2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,"Exposure gradient: 1 - Low exposure, high task 
variability",2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Other,"Exposure gradient: Minimal exposure, 
moderate task variability",2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Bahamas,LFS - Labour Force & Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,5.508,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2020,1173.075,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,41.887,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,62.046,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,42.351,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,136.666,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,156.756,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2020,733.369,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2020,723.31,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,16.522,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,30.202,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,23.806,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,57.475,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,105.534,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2020,489.772,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2020,449.765,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2020,25.365,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2020,31.844,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2020,18.545,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2020,79.191,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2020,51.223,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2020,243.597,Break in series,Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2024,4798.198,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,27.515,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,415.608,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,271.235,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,392.378,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,1023.696,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2024,2667.767,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2024,2373.655,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,6.781,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,103.819,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,87.029,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,112.95,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,541.764,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2024,1521.312,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2024,2424.543,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,20.734,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,311.788,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,184.206,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,279.427,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,481.933,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belarus,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2024,1146.454,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old
Belize,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2016,4.334,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2013,90770.602,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2012,2791.092,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Barbados,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2024,62.934,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2025,152.963,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,HS - Multi-Topic Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2019,19.828,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2025,91.241,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2004,3959.157,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2003,3963.028,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2002,3964.898,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2001,3938.18,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2000,3878.752,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,1999,3861.97,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,1998,3832.992,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,1997,3765.599,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,1996,3780.575,,,Repository: ILO-STATISTICS - Micro data processing
Chile,HS - National Survey on Socio-Economic Conditions,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2022,359.4,,,Repository: ILO-STATISTICS - Micro data processing
Cook Islands,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2019,,Unreliable,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cook Islands,LFS - Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2019,0.311,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2022,1050.241,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cape Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2009,1.364,,,Repository: ILO-STATISTICS - Micro data processing
Costa Rica,LFS - Continuous Employment Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2025,27.513,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2024,5192.417,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,213.106,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,458.381,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,317.639,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,292.319,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,1024.946,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: X - Not elsewhere classified,2024,2886.026,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2024,2845.606,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,31.026,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,210.32,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,185.39,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,104.091,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,521.809,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2024,1792.971,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2024,2346.811,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,182.08,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,248.061,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,132.25,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,188.228,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,"Exposure gradient: Minimal exposure, 
moderate task variability",2024,503.137,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2024,1093.055,,,Repository: ILO-STATISTICS - Micro data processing
Czechia,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2011,4872.406,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,LFS - Continuous National Labour Force Survey,Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: Total,2020,1753.857,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",Employment by sex and generative AI exposure (thousands),Female,Exposure gradient: X - Not elsewhere classified,2020,1882.401,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,LFS - Labour Force Sample Survey,Employment by sex and generative AI exposure (thousands),Male,"Exposure gradient: 1 - Low exposure, high task 
variability",2024,4002.478,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,LFS - National Labor Force Survey,Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: Total,2021,21417.124,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,"LFS - Employment, Unemployment Survey",Employment by sex and generative AI exposure (thousands),Male,Exposure gradient: X - Not elsewhere classified,2024,174.071,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,Exposure gradient: Total,2024,29021.954,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 4 - Highest exposure, low task 
variability",2024,1144.083,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 3 - Significant exposure, high 
task variability",2024,3079.483,,,Repository: ILO-STATISTICS - Micro data processing
France,LFS - Employment Survey,Employment by sex and generative AI exposure (thousands),Total,"Exposure gradient: 2 - Moderate exposure, high 
task variability",2024,2679.306,,,Repository: ILO-STATISTICS - Micro data processing
