STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,SIZE_CLASS,Employment size class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7,V7 Breakdowns
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NOR,Norway,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,72.04549999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,84.3523,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,85.0237,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,80.0937,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,80.644,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,71.8844,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,69.7163,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,87.0846,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,98.252,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,66.5157,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,62.0367,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SWE,Sweden,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,76.098,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,76.2179,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,66.6369,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,76.7901,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,76.2401,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,OECD,OECD,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2021,,74.029493106875,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,OECD,OECD,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,75.42966498187499,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BRA,Brazil,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2021,,8.88,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BRA,Brazil,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2023,,7.02,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BRA,Brazil,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,7.45,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BGR,Bulgaria,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,68.9889,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BGR,Bulgaria,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,71.95240000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HRV,Croatia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,80.8736,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HRV,Croatia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,85.0813,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ROU,Romania,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2022,,59.5137,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ROU,Romania,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,J,Information and communication,S_GE10,10 or more,2024,,58.3946,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,INF,INF
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,AUT,Austria,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,9.3687,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,AUT,Austria,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,5.866099999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BEL,Belgium,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,14.457,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,BEL,Belgium,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,7.9026,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,CAN,Canada,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2021,,2.7,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,CZE,Czechia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,4.2012,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,CZE,Czechia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,3.7766,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DNK,Denmark,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,19.8245,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DNK,Denmark,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,17.6445,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,6.3092,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,7.2973,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,8.6729,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,10.259500000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,8.961,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,5.3464,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,7.104000000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GRC,Greece,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,14.105500000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GRC,Greece,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,14.4023,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HUN,Hungary,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,16.1633,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,HUN,Hungary,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,13.8,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,IRL,Ireland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,12.4663,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,IRL,Ireland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,13.689599999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ITA,Italy,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,3.2337,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ITA,Italy,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,1.5793000000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LVA,Latvia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,5.5531999999999995,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LVA,Latvia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,5.8892,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LTU,Lithuania,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,4.771,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LTU,Lithuania,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,3.7865999999999995,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LUX,Luxembourg,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,9.3184,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,LUX,Luxembourg,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,5.961799999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NLD,Netherlands,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,10.3184,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NLD,Netherlands,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,6.9765999999999995,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NOR,Norway,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,9.210799999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,NOR,Norway,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,9.107700000000001,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,22.166,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,POL,Poland,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,17.3743,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,11.4848,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,PRT,Portugal,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,10.6813,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,4.3692,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVK,Slovak Republic,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,5.0952,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,4.6008000000000004,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SVN,Slovenia,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,4.792,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,6.1848,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,ESP,Spain,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,4.1407,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,SWE,Sweden,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,3.3297,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2022,,13.9621,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,H1_B,Businesses which employ ICT specialists,PT_ENT,Percentage of enterprises,I,Accommodation and food service activities,S_GE10,10 or more,2024,,8.642199999999999,,A,Normal value,,,,,0,Units,L_3,within last 3 months,2,Two,ACC,ACC
